Nome,Preço,Categoria,Data
Filé De Peito Sadia Bio Iqf Congelado 1kg,"R$ 36,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Lar Iqf Congelada Iqf - 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Sadia Sem Tempero Congelada 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxa Sobrecoxa Dessosada Sem Pele Perdigão Congelada 1kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito De Frango Copacol Moído Congelado 400g,"R$ 13,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Frango Caipira Nho Bento Congelado Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Seara Iqf 1kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Sobrecoxa Sadia Congelada 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Frango À Passarinho Lar Congelado Iqf - 1kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxa Sobrecoxa Desossada Perdigão Na Brasa Temperada Congelada 800g,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Tradicional Empanado Crocante Seara 400g,"R$ 18,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filezinho De Peito Sassami Sadia Bio Congelado Pacote 1kg,"R$ 35,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Fígado De Frango Perdigão Congelado 1kg,"R$ 9,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coração De Frango Sadia Congelado 1kg,"R$ 38,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
"Sobrecoxa Temperada Assa Fácil Perdigão 1,2kg","R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxa Sobrecoxa A Passarinho Copacol Congelado - 800g,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Frango À Passarinho Sadia Congelado 1kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Sobrecoxa Temperada Seara Assa Fácil 800g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filezinho Sassami Lar Congelado Iqf - 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Temperada Assa Fácil Perdigão Congelada 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Sadia Bio Congelado 1kg,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Galinha Pesada Congelada Kg,"R$ 9,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Perdigão Nabrasa Mostarda 800g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Meio Da Asa Seara Iqf 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Copacol Temperado Congelado 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Sobrecoxa Sadia Bio Congelada Bandeja 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Frango À Passarinho Copacol I.Q.F. 800g,"R$ 15,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito De Frango Korin Boa Pedida Congelado 600g,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filezinho Sassami Korin Boa Pedida Congelado Bandeja 600g,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxa E Sobrecoxa Desossada Com Pele Copacol Congelado 1kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Frango Inteiro Sadia Temperado Sem Miúdos Congelado Kg,"R$ 17,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Meio Da Asa Sadia Congelada 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filézinho De Peito Sassami Temperado E Congelado Sadia Iqf 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Sadia Cubos Cozido Congelado 400g,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Sadia Fácil Temperado Alho/Cebola/Ervas Finas 700g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Sobrecoxa Perdigão Na Brasa Chimichurri 800g,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Dagranja Iqf 1kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxinha Da Asa Korin Boa Pedida Congelada Bandeja 600g,"R$ 15,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coração De Frango Perdigão Na Brasa Congelada 500g,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxa E Sobrecoxa Copacol Congelado 1kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Sobrecoxa Copacol Congelado 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Temperado Suculentíssimo Seara Iqf 1kg,"R$ 32,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Dagranja Iqf 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Frango Inteiro Sadia Assa Fácil Tempeado Congelado Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coxa Seara Iqf 1kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Perdigão 800g,"R$ 30,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Em Cubos Seara Iqf 1kg,"R$ 36,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Meio Da Asa Sadia Bio Congelado Pacote 1kg,"R$ 38,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Lar Iqf Congelada Iqf - 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filézinho De Peito Perdigão 800g,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Coxa Esobrecoxa Seara Chimichurri Congelado 800g,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito Em Tiras Seara Iqf 1kg,"R$ 36,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Sobrecoxa Korin Boa Pedida Congelada Bandeja 600g,"R$ 14,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Coração De Frango Perdigão Nabrasa 800g,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Congeladas",2025/05/20 10:50
Filé De Peito De Frango Resfriado Kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Peito De Frango Com Pele E Osso Bandeja Kg,"R$ 17,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxa Com Sobrecoxa De Frango Resfriado Bandeja Kg,"R$ 13,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Tulipa A Granel Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxinha Da Asa Resfriada A Granel Kg,"R$ 16,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Filé De Peito De Frango Bife Bandeja Kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Sobrecoxa De Frango Resfriada A Granel Kg,"R$ 16,79","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Asa De Frango Resfriada Bandeja Kg,"R$ 18,98","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Frango Inteiro Resfriado A Granel Kg,"R$ 9,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxa Com Sobrecoxa Frango Familiar Bandeja Kg,"R$ 13,49","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Filé De Peito De Frango Cubos Bandeja Kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxa Desossada Com Pele Bandeja Kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Peito De Frango Com Osso Familiar Bandeja Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Peito De Frango Com Osso Sem Pele Kg,"R$ 22,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Tulipa Bandeja Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Filé De Peito Frango Strogonoff Bandeja Kg,"R$ 31,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Figado De Frango Bandeja Kg,"R$ 9,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Filé De Coxa De Frango Com Pele Resfriado À Granel Kg,"R$ 19,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coração De Frango Bandeja Kg,"R$ 37,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Pé De Frango Bandeja Kg,"R$ 12,59","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxinha Da Asa Frango Familiar Bandeja Kg,"R$ 21,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Filé De Peito Frango Familiar Bandeja Kg,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Moela De Frango Bandeja Kg,"R$ 17,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Sobrecoxa Sem Pele Bandeja Kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxa Solteira De Frango Bandeja Kg,"R$ 14,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxinha Da Asa Bandeja Kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxa Solteira Sobrecoxa Frango Familiar Bandeja Kg,"R$ 14,15","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Filé De Peito De Frango Bandeja Kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Coxa Sem Pele Kg,"R$ 16,59","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Sobrecoxa Bandeja Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Resfriadas",2025/05/20 10:50
Ave Chester Perdigão Desossado Congelado Granel Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peru Inteiro Temperado Perdigão Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peito De Peru Sadia Desossado Temperado Kg,"R$ 67,49","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peru Inteiro Temperado Assa Fácil Seara Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Ave Fiesta Seara Mediterrâneo Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peito De Peru Seara Bolinha Temperado Kg,"R$ 9,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peito De Peru Seara Recheado Temperado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peito De Frango Perdigão Chester Desfiado Temperado Congelado 400g,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Ave Sadia Supreme Temperada Assa Fácil Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Ave Fiesta Temperado Congelado Seara Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Ave Chester Perdigão Assa Fácil Granel,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Ave Chester Perdigão Temperado Ao Molho Pesto Assa Fácil Granel Kg,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Ave Fiesta Temperada Seara Desossada Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peru Sadia Temperado Com Manteiga E Ervas Congelado Granel,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Peru Seara Temperado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Ave Supreme Temperado Sadia Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/05/20 10:50
Coxa Desossada Com Pele Molho Na Mostarda Kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Espeto De Carne Temperado Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Meio Da Asa Temperada Bandeja Kg,"R$ 32,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Meio Da Asa Temperada Granel Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Filé De Frango Empanado Bandeja Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Filé De Peito Temperado Bandeja Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Coxinha Da Asa Temperada Bandeja Kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Filé De Peito Temperado Granel Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Temperadas",2025/05/20 10:50
Contra Filé Bovino Porcionado Embalado À Vácuo Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Músculo Bovino Bandeja Kg,"R$ 35,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Fraldinha Bovina Embalada Kg,"R$ 45,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Patinho Bovino Moído Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Acém Bovino Sem Osso Moída Reserva Bandeja Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina Miolo Reserva Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Carne Moída Bovina Patinho Friboi Bandeja 500g,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina Sem Osso Reserva Bandeja Kg,"R$ 41,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Acém Bovino Reserva Bandeja Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Filé De Costela Bovina Noix Maturatta Kg,"R$ 57,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Picanha Bovina Maturatta Kg,"R$ 99,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Músculo Bovino Moído Bandeja Kg,"R$ 43,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Costela Janela Bovina Bandeja Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miolo De Alcatra Bovina Reserva Bife Bandeja Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Contra Filé Bovino Bife Granel,"R$ 59,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Costela Minga Bovina Bandeja Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Mole Bovino Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miolo De Alcatra Bovino Reserva Bandeja Kg,"R$ 59,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Mole Bovino Bife Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Patinho Bovino Bife Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina Moida Reserva Bandeja Kg,"R$ 46,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Fígado Bovino Bandeja Kg,"R$ 16,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Filé Mignon Bife Bandeja Kg,"R$ 98,89","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Acém Bovino Miolo Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Acém Bovino Sem Osso Em Cubos Reserva Bandeja Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Cordão De Filé Mignon Embalado Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Filé Mignon Peça Embalado Kg,"R$ 89,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Patinho Bovino Strogonoff Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Carne Moída Bovina Acém Friboi Bandeja 500g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Músculo Bovino Em Cubos Bandeja Kg,"R$ 43,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Bife Ancho Bovino Bassi Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Picanha Bovina Fatiada Bordon Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miolo De Alcatra Bovina Strogonoff Reserva Bandeja Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Patinho Bovino Reserva Peça Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Lagarto Bovino Bandeja Kg,"R$ 38,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Contra Filé Bovino Maturatta Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina C/ Osso Reserva A Granel Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Mole Bovino Strogonoff Reserva Bandeja Kg,"R$ 57,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Carne Seca Seara Jerked Suíno - 400g,"R$ 13,99","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Mole Bovino Moído Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Osso Buco Bovino Reserva Kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Duro Bovino Reserva Bandeja Kg,"R$ 47,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Cupim Embalado Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Ponta De Peito Bovino Reserva Bandeja Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Ponta De Peito Bovina Cubo Sopa Reserva Bandeja Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Maminha Maturatta Kg,"R$ 65,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Mole Bovino Bife Paris Reserva Bandeja Kg,"R$ 57,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Fraldinha Bovina Reserva Peça Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Ponta De Peito Bovino Maturatta Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Ponta De Peito Bovino Bife Min Reserva Bandeja Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miolo De Alcatra Bovina Baby Beef Reserva Bandeja Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Duro Bovino Cubos Reserva Bandeja Kg,"R$ 51,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina Bife Para Milanesa Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina Bife Borboleta Reserva Bandeja Kg,"R$ 46,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Picanha Bassi Kg,"R$ 139,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miúdo Bucho De Boi Bandeja Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Lagarto Bovino Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina Cubos Reserva Bandeja Kg,"R$ 46,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Paleta Bovina Peixinho Tradicional Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miúdo Rabo Bovino Bandeja Kg,"R$ 30,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Carne Moída Bovina Dianteiro Friboi Bandeja 500g,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miolo De Alcatra Bovina Moída Reserva Bandeja Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Capa De Filé Bovino Peça Embalado Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Filé Mignon Bovino Medalhão Bandeja Kg,"R$ 109,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Fraldinha Bovina Maturatta Kg,"R$ 69,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Miúdo Rabo Bovino Congelado Pacote Kg,"R$ 30,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Cupim Bandeja Kg,"R$ 46,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Coxão Duro Bovino Bife Reserva Bandeja Kg,"R$ 51,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Cupim Peça Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
Lagarto Bovino Reserva Peça Kg,"R$ 47,90","São Vicente
Carnes, Aves E Peixes
Carnes
Bovinos Resfriados",2025/05/20 10:50
