Título,Preço,Departamento
Iogurte Semi Desnatado Danone 10g Proteína Natural Zero Lactose 160g,"R$ 13,98",Frios-E-Laticínios
Iogurte Integral Danoninho Bom Dia Banana Com Aveia Squeeze 70g,"R$ 8,99",Frios-E-Laticínios
Salame Perdigão Italiano Fatiado 100g,"R$ 32,90",Frios-E-Laticínios
Leite Longa Vida Molico Proteína Desnatado Zero Lactose Edge 1l,"R$ 6,89",Frios-E-Laticínios
Presunto Cru Italiano Ceratti Fatiado - 100g,"R$ 22,90",Frios-E-Laticínios
Leite Longa Vida Itambe Nolac Desnatado Zero Lactose 1l,"R$ 64,90",Frios-E-Laticínios
Mortadela Seara Gourmet Defumada Peça Kg,"R$ 3,29",Frios-E-Laticínios
Queijo Muçarela Tirolez Peça Kg,"R$ 29,90",Frios-E-Laticínios
Iogurte Integral Danone Kids Morango Sortidos 150g,"R$ 12,99",Frios-E-Laticínios
Embutido De Filé Mignon Suíno Sadia Cozido Granel Kg,"R$ 14,49",Frios-E-Laticínios
Queijo Muçarela Tirolez Fatiado - 150g,"R$ 2,98",Frios-E-Laticínios
Queijo Ralado President 4 Queijos 100g,"R$ 3,59",Frios-E-Laticínios
Iogurte Integral Vigor Ameixa 150g,"R$ 10,29",Frios-E-Laticínios
Iogurte Desnatado Molico Morango Sem Lactose 170g,"R$ 5,69",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Coco 850g,"R$ 8,49",Frios-E-Laticínios
Iogurte Semi Desnatado Danone 10g Proteína Baunilha Zero Lactose 160g,"R$ 8,49",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Cookies'N Cream - 250ml,"R$ 29,99",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Classico - 250ml,"R$ 3,19",Frios-E-Laticínios
Queijo Mozzarella Atilatte Cereja 250g,"R$ 19,90",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Vitamina De Frutas 170g,"R$ 3,99",Frios-E-Laticínios
Presunto Cozido Sadia Sem Capa Band Kg,"R$ 9,99",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Natural Mel 170g,"R$ 16,49",Frios-E-Laticínios
Bebida Láctea Yopro 15g De Proteína Baunilha Zero Lactose E Zero Açúcar 250ml,"R$ 109,90",Frios-E-Laticínios
Salame Italiano Sadia Fatiado 100g,"R$ 7,49",Frios-E-Laticínios
Queijo Parmesão Frimesa Granel Kg,"R$ 13,75",Frios-E-Laticínios
Apresuntado Frimesa Fatiado 200g,"R$ 26,90",Frios-E-Laticínios
Salsicha Hot Dog Perdigão Bandeja Kg,"R$ 15,49",Frios-E-Laticínios
Margarina Vigor Mix C/ Sal 500g,"R$ 15,99",Frios-E-Laticínios
Creme De Ricota Tirolez Original Pote Leve Mais Por Menos 370g,"R$ 15,99",Frios-E-Laticínios
Iogurte Grego Danone Light Original E Morango 510g,"R$ 49,90",Frios-E-Laticínios
Queijo Prato Frimesa Light Sem Lactose 200g,"R$ 2,85",Frios-E-Laticínios
Peito De Peru Seara Defumado Peça Kg,"R$ 15,99",Frios-E-Laticínios
Iogurte Desnatado Frutap Natural 150g,"R$ 2,59",Frios-E-Laticínios
Requeijão Tirolez Light Copo Leve Mais Por Menos 400g,"R$ 8,69",Frios-E-Laticínios
Iogurte Integral Batavo C/ Pedaços Abacaxi 100g,"R$ 7,99",Frios-E-Laticínios
Banha Frimesa Pote 450g,"R$ 25,99",Frios-E-Laticínios
Bebida Not Milk High Protein 15g De Proteína Chocolate 250ml,"R$ 7,75",Frios-E-Laticínios
Preparo Para Creme Chantilly Amélia 1kg,"R$ 15,49",Frios-E-Laticínios
Bebida Láctea Parmalat Wheyfit Cappuccino 250g,"R$ 8,49",Frios-E-Laticínios
Manteiga Aviação Extra C/ Sal Tablete 200g,"R$ 49,99",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Chocolate - 250ml,"R$ 18,99",Frios-E-Laticínios
Queijo Fresco Dumont Fracionado Kg,"R$ 19,99",Frios-E-Laticínios
Peito De Peru Sadia Soltissimo 200g,"R$ 18,99",Frios-E-Laticínios
Queijo Cottage Tirolez Sem Lactose 200g,"R$ 5,39",Frios-E-Laticínios
Queijo Mussarela Vida Veg Castanha De Caju Fatiada 150g,"R$ 5,39",Frios-E-Laticínios
Bebida Láctea Frutilac Frutas Vermelhas Saquinho 800g,"R$ 7,99",Frios-E-Laticínios
Bebida Láctea Frutilac Salada De Frutas Saquinho 800g,"R$ 14,99",Frios-E-Laticínios
Margarina Cremosa Light Com Sal Doriana 500g,"R$ 14,99",Frios-E-Laticínios
Molho Queijo Cheddar Polenghi Club Do Molho Pote 220g,"R$ 49,90",Frios-E-Laticínios
Queijo Processado Tradicional Polenguinho Light C/ 8 Unid. 136gr,"R$ 12,29",Frios-E-Laticínios
Costela Defumada Bandeja Kg,"R$ 12,29",Frios-E-Laticínios
Iogurte Vida Veg Protein Cookies & Cream 250g,"R$ 3,19",Frios-E-Laticínios
Iogurte Vida Veg Protein Morango 250g,"R$ 6,69",Frios-E-Laticínios
Iogurte Grego Nestlé Com Calda De Morango - 90g,"R$ 10,99",Frios-E-Laticínios
Margarina Claybom Sabor Manteiga 500g,"R$ 9,49",Frios-E-Laticínios
Iogurte Desnatado Atilatte Ameixa/Cereais 500g,"R$ 17,99",Frios-E-Laticínios
Bebida Láctea Danone Morango 510g,"R$ 8,99",Frios-E-Laticínios
"Iogurte Semi Desnatado Nestle Morango 1,250kg","R$ 3,49",Frios-E-Laticínios
Margarina Delícia Supreme Amanteigada Com Creme De Leite Com Sal 500g,"R$ 4,79",Frios-E-Laticínios
Petit Suisse Danoninho Morango E Banana Para Levar 70g,"R$ 15,69",Frios-E-Laticínios
Iogurte Semi Desnatado Chamyto Morango C/ Cereais Colorido - 130g,"R$ 10,99",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Activia Vitamina De Frutas 800g,"R$ 2,39",Frios-E-Laticínios
Iogurte Integral Atilatte Coco 500g,"R$ 11,99",Frios-E-Laticínios
Margarina Claybom C/ Sal 250g,"R$ 49,90",Frios-E-Laticínios
Cream Cheese Philadelphia 150g,"R$ 7,49",Frios-E-Laticínios
Linguiça Pernil Marchiori Fina Bandeja Kg,"R$ 22,90",Frios-E-Laticínios
Petit Suisse Elegê Bob Esponja Morango Bandeja C/ 8 Unid. 320g,"R$ 9,39",Frios-E-Laticínios
Ingredientes Para Feijoada Perdigão 880g,"R$ 9,69",Frios-E-Laticínios
Requeijão Light Danone Copo 200g,"R$ 11,29",Frios-E-Laticínios
Bebida Láctea Piracanjuba 23g De Proteína Cacau Zero Lactose Whey 250ml,"R$ 6,99",Frios-E-Laticínios
Requeijão Danubio Light Vidro 190g,"R$ 11,99",Frios-E-Laticínios
Salsicha Hot Dog Seara Air Fryer Defumada Pacote 250g,"R$ 39,90",Frios-E-Laticínios
Iogurte Desnatado Yopro Morango Zero Lactose 250g,"R$ 7,39",Frios-E-Laticínios
Bacon Perdigão Manta Kg,"R$ 13,99",Frios-E-Laticínios
Iogurte Desnatado Danone 10g Proteína Morango Zero Lactose 220g,"R$ 9,99",Frios-E-Laticínios
Iogurte Desnatado Yopro Cookies Caramelo Zero Lactose 250g,"R$ 13,95",Frios-E-Laticínios
Bebida Láctea Yopro 15g De Proteina Coco E Batata Doce Zero Açúcar/Lactose 250ml,"R$ 16,59",Frios-E-Laticínios
Requeijão Bandeira Bisnaga 250g,"R$ 12,99",Frios-E-Laticínios
"Iogurte Semi Desnatado Vigor Morango 1,260kg","R$ 64,90",Frios-E-Laticínios
Queijo Prato President Gran Reserva 150g,"R$ 4,99",Frios-E-Laticínios
Lombo Canadense Seara Gourmet Fatiado Bandeja Kg,"R$ 3,49",Frios-E-Laticínios
Salamitos Sadia Snacks Limão 36g,"R$ 5,29",Frios-E-Laticínios
Iogurte Integral Danoninho Bom Dia Morango Com Aveia Sqeeze 70g,"R$ 103,90",Frios-E-Laticínios
Bebida Láctea Elegê De Morango E Coco 540g,"R$ 7,99",Frios-E-Laticínios
Queijo Minas Padrão Tirolez Light Sem Lactose Kg,"R$ 3,99",Frios-E-Laticínios
Apresuntado Seara Fatiado 180g,"R$ 2,69",Frios-E-Laticínios
Iogurte Desnatado Corpus Zero Lactose Morango 170g,"R$ 44,90",Frios-E-Laticínios
Creme Quark Batavo Coco Nuv 100g,"R$ 7,75",Frios-E-Laticínios
Bacon Perdigão Bandeja Kg,"R$ 14,99",Frios-E-Laticínios
Bebida Lactea Parmalat Wheyfit Coco Com Batata Doce 250g,"R$ 2,95",Frios-E-Laticínios
Requeijão Cremoso De Bufala Bom Destino Copo 200g,"R$ 23,99",Frios-E-Laticínios
Iogurte Desnatado Frutap Ameixa + 5 Grãos Zero Lactose 160g,"R$ 139,90",Frios-E-Laticínios
Linguiça De Frango Churrasco Seara 700g,"R$ 29,99",Frios-E-Laticínios
Queijo Gorgonzola Tirolez Granel Kg,"R$ 5,39",Frios-E-Laticínios
Queijo Parmesão Kiformaggio Sem Lactose - 200g,"R$ 19,55",Frios-E-Laticínios
Bebida Láctea Frutilac Coco Saquinho 800g,"R$ 11,99",Frios-E-Laticínios
Leite Em Pó Instantâneo Desnatado Itambe Lata 300g,"R$ 57,90",Frios-E-Laticínios
Sobremesa Láctea Cremosa De Chocolate Branco Danette Bandeja C/ 4 Unid. 360g,"R$ 7,99",Frios-E-Laticínios
Queijo Minas Frescal Sol Brilhante Granel Kg,"R$ 18,99",Frios-E-Laticínios
Bebida Láctea 3 Corações Cappuccino Classic 260ml,"R$ 94,90",Frios-E-Laticínios
Linguiça Portuguesa Perdigão Pacote 400g,"R$ 2,79",Frios-E-Laticínios
Queijo Muçarela De Bufala Bom Destino Cunha Kg,"R$ 11,29",Frios-E-Laticínios
Iogurte Semi Desnatado Batavo Maçã/Banana/Cereal 170g,"R$ 7,99",Frios-E-Laticínios
Iogurte Desnatado Vigor Protein Morango - 230g,"R$ 7,99",Frios-E-Laticínios
Margarina Original Sem Sal Ômega 6 Becel Pote 500g,"R$ 7,99",Frios-E-Laticínios
Bebida Láctea Fast Neston 280ml,"R$ 27,90",Frios-E-Laticínios
Bebida Láctea Três Corações Cappuccino Chocolate 260ml,"R$ 27,90",Frios-E-Laticínios
Composto Lacteo Ninho Forti+ Zero Lactose Lata 380g,"R$ 14,29",Frios-E-Laticínios
Linguiça Toscana Perdigão Bandeja Kg,"R$ 3,69",Frios-E-Laticínios
Salame Seara Gourmet Hamburguês Fatiado 100g,"R$ 28,90",Frios-E-Laticínios
Iogurte Integral Danone Laranja/Cenoura/Mel 160g,"R$ 8,99",Frios-E-Laticínios
Carne Seca Vilheto Dianteiro 500g,"R$ 18,49",Frios-E-Laticínios
Mortadela Marbinha 500g,"R$ 7,65",Frios-E-Laticínios
Salsicha Viena Ceratti C/ Corante 200g,"R$ 7,75",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Natural Mel - 340g,"R$ 13,99",Frios-E-Laticínios
Bebida Láctea Parmalat Wheyfit Abacate 250g,"R$ 3,99",Frios-E-Laticínios
Margarina Cremosa Com Sal Doriana 1kg,"R$ 16,79",Frios-E-Laticínios
Iogurte Integral Vigor Com Granola E Cacau 140g,"R$ 42,90",Frios-E-Laticínios
Manteiga Danone Com Sal Pote 200g,"R$ 3,59",Frios-E-Laticínios
Composto Lácteo Molico Zero Lactose Lata 260g,"R$ 6,49",Frios-E-Laticínios
Paio Seara Embalada Kg,"R$ 17,59",Frios-E-Laticínios
Iogurte Semi Desnatado Chambinho Morango 165g,"R$ 16,99",Frios-E-Laticínios
Margarina Claybom C/ Sal 500g,"R$ 16,99",Frios-E-Laticínios
Kefir Desnatado Keiff Morango Sem Açucar Zero Lactose 500g,"R$ 7,49",Frios-E-Laticínios
Linguiça Calabresa Frimesa Cozida Fatiada - 400g,"R$ 8,49",Frios-E-Laticínios
Requeijão Vida Veg Tradicional 180g,"R$ 2,99",Frios-E-Laticínios
Creme De Ricota President Tradicional 200g,"R$ 10,29",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Doce De Leite - 250ml,"R$ 124,90",Frios-E-Laticínios
Iogurte Grego Batavo Morango 100g,"R$ 9,99",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Salda De Fruta 850g,"R$ 9,99",Frios-E-Laticínios
Queijo Parmesão Vigor Forma Peça Kg,"R$ 16,59",Frios-E-Laticínios
Queijo Parmesão Vida Veg De Castanha De Cajú Ralado Vegano 50g,"R$ 16,49",Frios-E-Laticínios
Embutido De Filé Mignon Suíno Cozido Sadia Mignoneto Fatiado 180g,"R$ 23,55",Frios-E-Laticínios
"Iogurte Semi Desnatado Vigor Vitamina De Frutas 1,260kg","R$ 25,90",Frios-E-Laticínios
Iogurte Desnatado Corpus Zero Lactose Vitamina De Frutas - 800g,"R$ 3,99",Frios-E-Laticínios
Mortadela Sadia Defumada Bandeja Kg,"R$ 15,99",Frios-E-Laticínios
Presunto Cozido Seara Peça Kg,"R$ 11,99",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Cenoura/Laranja/Mel 170g,"R$ 11,99",Frios-E-Laticínios
Iogurte Desnatado Verde Campo Whey Zero Lactose Morango 500g,"R$ 119,90",Frios-E-Laticínios
Banha Sadia 500g,"R$ 23,90",Frios-E-Laticínios
Iogurte Grego Batavo Morango 500g,"R$ 2,69",Frios-E-Laticínios
Queijo Gorgonzola Vigor Granel Kg,"R$ 28,90",Frios-E-Laticínios
Requeijão Scala Sabor Cheddar Bisnaga 400g,"R$ 4,29",Frios-E-Laticínios
Sobremesa Batavo Quark Nuv Damasco 100g,"R$ 3,99",Frios-E-Laticínios
Presunto Cozido Sem Capa Perdigão Peça Kg,"R$ 3,89",Frios-E-Laticínios
Iogurte Desnatado Verde Campo Lacfree Zero Lactose Morango 170g,"R$ 15,49",Frios-E-Laticínios
Iogurte Integral Vigor Sabor Morango Com Cereais 140g,"R$ 7,69",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Activia Kiwi Summer Edition 170g,"R$ 7,65",Frios-E-Laticínios
Manteiga Aviação Extra Sem Sal Tablete 200g,"R$ 11,45",Frios-E-Laticínios
Leite Fermentado Desnatado Elegê Bob Esponja Morango - 3 Unidades De 160g 480g,"R$ 11,39",Frios-E-Laticínios
Composto Lácteo Molico C/ Fibras 260g,"R$ 4,99",Frios-E-Laticínios
Sobremesa Láctea Frutapinho Chocolate 320g,"R$ 14,99",Frios-E-Laticínios
Beef Jerky Jack Links Original 30g,"R$ 14,99",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey 260ml,"R$ 149,90",Frios-E-Laticínios
Salamitos Sadia Snacks Pepperoni 26g,"R$ 7,49",Frios-E-Laticínios
Goiabada Cascão Bandeja Kg,"R$ 3,99",Frios-E-Laticínios
Salame Marba Defumado Fatiado 100g,"R$ 4,19",Frios-E-Laticínios
Queijo Emmental Vigor Granel Kg,"R$ 24,90",Frios-E-Laticínios
Mortadela Seara Gourmet Defumada Fatiada 180g,"R$ 14,69",Frios-E-Laticínios
Iogurte Integral Vigor Sabor Morango Com Cereais De Chocolate 140g,"R$ 6,39",Frios-E-Laticínios
Iogurte Desnatado Verde Campo Lacfree Zero Lactose Morango 140g,"R$ 93,90",Frios-E-Laticínios
Apresuntado Sadia Peça Kg,"R$ 21,99",Frios-E-Laticínios
"Iogurte Semi Desnatado Batavo Maçã/Banana/Cereal 1,150kg","R$ 21,99",Frios-E-Laticínios
Bebida Lactea Vigor Vitamina 510g,"R$ 21,99",Frios-E-Laticínios
Queijo Parmesão Tirolez Peça Kg,"R$ 10,69",Frios-E-Laticínios
Queijo Gruyere President 160g,"R$ 11,99",Frios-E-Laticínios
Queijo Gouda President Fracionado 160g,"R$ 35,90",Frios-E-Laticínios
Queijo Maasdam President Fracionado 160g,"R$ 21,99",Frios-E-Laticínios
Sobremesa Batavo Quark Morango Nuv 450g,"R$ 42,90",Frios-E-Laticínios
Iogurte Integral Batavo Probio2 Morango 510g,"R$ 3,29",Frios-E-Laticínios
Ricota Bandeira Fresca Kg,"R$ 3,99",Frios-E-Laticínios
Carne Seca Marba Jerked Beef Dianteiro 400g,"R$ 38,90",Frios-E-Laticínios
Leite Em Pó Integral Itambé Sachê 1kg,"R$ 13,99",Frios-E-Laticínios
Iogurte Integral Danone Kids Banana E Maçã 150g,"R$ 11,45",Frios-E-Laticínios
"Iogurte Integral Vigor Com Granola, Castanha E Amêndoa 140g","R$ 3,19",Frios-E-Laticínios
Queijo Fresco Valeza Peça Kg,"R$ 7,75",Frios-E-Laticínios
Linguiça Calabresa Cozida E Defumada Sulita 400g,"R$ 1,59",Frios-E-Laticínios
Cream Cheese Danúbio Light 150g,"R$ 10,29",Frios-E-Laticínios
Iogurte Grego Danone Original 90g,"R$ 14,69",Frios-E-Laticínios
Bebida Láctea Parmalat Wheyfit Milho Verde 250g,"R$ 12,99",Frios-E-Laticínios
Bebida Láctea Mocoquinha Chocolate Tp 200ml,"R$ 89,90",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Batido Original 850g,"R$ 66,90",Frios-E-Laticínios
"Iogurte Semi Desnatado Batavo Morango 1,150kg","R$ 99,90",Frios-E-Laticínios
Manteiga Tirolez Sem Sal Pote 200g,"R$ 7,99",Frios-E-Laticínios
Queijo Parmesão Scala Peça Kg,"R$ 49,90",Frios-E-Laticínios
Queijo Minas Fresco Bandeira Bandeja Kg,"R$ 39,90",Frios-E-Laticínios
Queijo Provolone Scala Bandeja Kg,"R$ 3,59",Frios-E-Laticínios
Torresmo Porccino Premium Saquinho 70g,"R$ 16,90",Frios-E-Laticínios
Peito De Frango Ceratti Defumada Bandeja Kg,"R$ 24,90",Frios-E-Laticínios
Peito De Frango Eder Defumado Peça Kg,"R$ 19,55",Frios-E-Laticínios
Iogurte Desnatado Molico Morango/Baunilha Sem Lactose 170g,"R$ 10,29",Frios-E-Laticínios
Mortadela Seara Gourmet Defumada Bandeja Kg,"R$ 10,29",Frios-E-Laticínios
Linguiça Toscana Sadia Bandeja Kg,"R$ 9,69",Frios-E-Laticínios
Leite Em Pó Semidesnatado Itambe 300g,"R$ 23,90",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Ameixa 850g,"R$ 18,99",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Açai Com Banana 850g,"R$ 69,90",Frios-E-Laticínios
Bebida Láctea Piracanjuba 23g De Proteína Baunilha Zero Lactose Whey 250ml,"R$ 18,90",Frios-E-Laticínios
Presunto Cozido Pamplona Sem Capa De Gordura Peça Kg,"R$ 4,99",Frios-E-Laticínios
Paio Perdigão 370g,"R$ 18,49",Frios-E-Laticínios
Queijo Cheddar Polenghi Fatiado Kg,"R$ 45,90",Frios-E-Laticínios
Queijo Muçarela De Bufala Levitare Cereja - 150g,"R$ 7,99",Frios-E-Laticínios
Salamitos Sadia Snacks Sweet Chilli 36g,"R$ 35,99",Frios-E-Laticínios
Queijo Mimas Fresco Frescatino Light 250g,"R$ 18,49",Frios-E-Laticínios
Linguiça De Frango Marchiori Fina Bandeja Kg,"R$ 16,79",Frios-E-Laticínios
Margarina Delícia Com Creme De Leite Sem Sal 500g,"R$ 17,99",Frios-E-Laticínios
Queijo Mussarela Scala Fracionado 400g,"R$ 79,90",Frios-E-Laticínios
Bacon Pamplona Fatiado 250g,"R$ 8,99",Frios-E-Laticínios
Manteiga Danone Extra Sem Sal Pote 200g,"R$ 4,49",Frios-E-Laticínios
Queijo Gorgonzola Vigor Fracionado 100g,"R$ 45,90",Frios-E-Laticínios
Queijo Provolone Quata Peça Kg,"R$ 3,19",Frios-E-Laticínios
Presunto Cozido Fatiado Sulita 200g,"R$ 34,99",Frios-E-Laticínios
Petit Suisse Danoninho Ice Morango 70g,"R$ 34,99",Frios-E-Laticínios
Bacon Sadia Bandeja Kg,"R$ 69,90",Frios-E-Laticínios
Iogurte Grego Nestlé Com Calda De Coco 90g,"R$ 49,90",Frios-E-Laticínios
Manteiga Scala Com Sal Pote 500g,"R$ 24,90",Frios-E-Laticínios
Queijo Ralado Vigor Parmesão Fresco 150g,"R$ 124,90",Frios-E-Laticínios
Cogumelo Kg,"R$ 29,90",Frios-E-Laticínios
Paio Perdigão Kg,"R$ 16,99",Frios-E-Laticínios
Presunto Cozido Pamplona Sem Capa De Gordura Bandeja Kg,"R$ 8,49",Frios-E-Laticínios
Queijo Gouda Tirolez Granel Kg,"R$ 7,89",Frios-E-Laticínios
Queijo Vida Veg Minas Castanha De Caju 200g,"R$ 11,29",Frios-E-Laticínios
Salsicha Jumirim Vinagrete 280g,"R$ 16,90",Frios-E-Laticínios
Creme Para Chantilly Fleischmann 200ml,"R$ 2,69",Frios-E-Laticínios
Petit Suisse Elegê Paw Patrol 320g,"R$ 2,59",Frios-E-Laticínios
Requeijão Danubio Tradicional Vidro 190g,"R$ 6,99",Frios-E-Laticínios
Queijo Muçarela De Bufala Levitare Fatiada - 150g,"R$ 2,99",Frios-E-Laticínios
Sobremesa Batavo Quark Morango Nuv 100g,"R$ 41,90",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Coco 160g,"R$ 79,90",Frios-E-Laticínios
Margarina Qualy Aerada 500g,"R$ 7,99",Frios-E-Laticínios
Sobremesa Láctea Batavo Creamy Chantilly Chocolate 90g,"R$ 7,99",Frios-E-Laticínios
Peito De Frango Hans Defumado Bandeja Kg,"R$ 7,99",Frios-E-Laticínios
Cereja Em Calda A Granel Kg,"R$ 3,19",Frios-E-Laticínios
Bebida Láctea Nescafé Chococino 270ml,"R$ 5,29",Frios-E-Laticínios
Bebida Láctea Fast Alpino 280ml,"R$ 31,49",Frios-E-Laticínios
Mortadela Marba Defumada Fatiada 180g,"R$ 109,90",Frios-E-Laticínios
Iogurte Grego Nestle Torta De Limão 90g,"R$ 24,90",Frios-E-Laticínios
Margarina Qualy Light C/ Sal Zero Lactose 250g,"R$ 2,59",Frios-E-Laticínios
Manteiga Davaca C/ Sal Pote 500g,"R$ 2,59",Frios-E-Laticínios
Queijo Muçarela Tirolez Light Sem Lactose Kg,"R$ 2,59",Frios-E-Laticínios
Apresuntado Seara Granel Kg,"R$ 7,65",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Salada De Frutas 160g,"R$ 29,99",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Frutas Vermelhas 160g,"R$ 29,99",Frios-E-Laticínios
Iogurte Integral Batavo C/ Pedaços Pêssego 100g,"R$ 9,99",Frios-E-Laticínios
Iogurte Nestlé Natural Integral Zero Lactose 320g,"R$ 9,99",Frios-E-Laticínios
Queijo Mozzarella Atilatte Bola 250g,"R$ 8,99",Frios-E-Laticínios
Queijo Mussarela Tirolez Stick - 240g,"R$ 99,90",Frios-E-Laticínios
Cream Cheese Président Light 150g,"R$ 2,99",Frios-E-Laticínios
Salame Italiano Fatiado Sulita 100g,"R$ 9,49",Frios-E-Laticínios
Requeijão Puranata Bisnaga 400g,"R$ 7,99",Frios-E-Laticínios
Queijo Parmesão President Peça Kg,"R$ 10,29",Frios-E-Laticínios
Iogurte Grego Batavo Tradicional 100g,"R$ 10,99",Frios-E-Laticínios
Iogurte Integral Batavo C/ Pedaços Pêssego 500g,"R$ 37,90",Frios-E-Laticínios
Margarina Amanteigado C/ Sal Muito Sabor Becel Pote 500g,"R$ 9,45",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Morango 850g,"R$ 26,49",Frios-E-Laticínios
Petit Suisse Danoninho Morango 320g,"R$ 12,99",Frios-E-Laticínios
Queijo Fresco Valeza Light Kg,"R$ 6,99",Frios-E-Laticínios
Iogurte Semi Desnatado Chambinho Morango 510g,"R$ 9,99",Frios-E-Laticínios
Manteiga Président C/ Sal Pote 380g,"R$ 69,90",Frios-E-Laticínios
"Iogurte Integral Danone Quaker Banana, Aveia E Mel - 800g","R$ 3,99",Frios-E-Laticínios
Apresuntado Fatiado Sulita 200g,"R$ 24,90",Frios-E-Laticínios
Requeijão Scala Tradicional Copo 200g,"R$ 8,79",Frios-E-Laticínios
Queijo Prato Scala Bandeja Kg,"R$ 26,99",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Actimel Morango 100g,"R$ 26,99",Frios-E-Laticínios
Apresuntado Perdigão Bandeja Kg,"R$ 26,99",Frios-E-Laticínios
Requeijão Poços De Caldas Light 200g,"R$ 26,99",Frios-E-Laticínios
Presunto Cru Giovanni Ceratti Italiano Fatiado 80g,"R$ 89,90",Frios-E-Laticínios
Presunto Cru Giovanni Ceratti Fatiado - 80g,"R$ 139,90",Frios-E-Laticínios
Queijo Parmesão Scala 12 Meses Fracionado 180g,"R$ 8,99",Frios-E-Laticínios
Presunto Cru Italiano Seara Gourmet Fatiado 80g,"R$ 8,99",Frios-E-Laticínios
Rosbife Ceratti Bandeja Kg,"R$ 30,00",Frios-E-Laticínios
Queijo Gorgonzola Tirolez Peça Kg,"R$ 6,65",Frios-E-Laticínios
Margarina Delícia Toque De Chef Pedaços De Alho E Cebola Com Sal 500g,"R$ 4,39",Frios-E-Laticínios
Margarina Vigor Tradicional Sem Sal 500g,"R$ 32,90",Frios-E-Laticínios
Embutido De Lombo Seara Levissimo Cozido Granel Kg,"R$ 12,99",Frios-E-Laticínios
Cobertura Cremosa Culinária Supremo Requeijão 200g,"R$ 1,99",Frios-E-Laticínios
Margarina Cremosa Com Sal Doriana 250g,"R$ 3,19",Frios-E-Laticínios
Ricota Valeza Fresca Kg,"R$ 24,99",Frios-E-Laticínios
Requeijão Monteminas Tradicional Pote 350g,"R$ 27,99",Frios-E-Laticínios
Bebida Láctea Italac Mix De Fruta 200ml,"R$ 29,29",Frios-E-Laticínios
Iogurte Grego Nestle Torta De Maracujá 90g,"R$ 19,99",Frios-E-Laticínios
Torresmo Porccino Premium Pote 170g,"R$ 23,99",Frios-E-Laticínios
Carne Seca Friboi Dianteira Curada 500g,"R$ 11,99",Frios-E-Laticínios
Linguiça Calabresa Sadia Bandeja Kg,"R$ 3,99",Frios-E-Laticínios
Mortadela Perdigão Tradicional Fatiada Kg,"R$ 39,90",Frios-E-Laticínios
Linguiça Toscana Sadia Pacote 700g,"R$ 20,90",Frios-E-Laticínios
Lombo Ceratti Canadense Fatiado 100g,"R$ 3,89",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Actimel Tradicional - 100g,"R$ 7,49",Frios-E-Laticínios
Paio Seara Granel Kg,"R$ 7,75",Frios-E-Laticínios
Margarina Original Com Sal Ômega 6 Becel Pote 1kg,"R$ 11,45",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Activia Pêssego Summer Edition 170g,"R$ 11,29",Frios-E-Laticínios
Petit Suisse Elegê Bob Esponja Morango E Banana 320g,"R$ 21,99",Frios-E-Laticínios
Bebida Lactea Parmalat Wheyfit Baunilha 250g,"R$ 21,99",Frios-E-Laticínios
Cream Cheese Danúbio 150g,"R$ 21,90",Frios-E-Laticínios
Iogurte Desnatado Vigor Protein Banana 230g,"R$ 10,65",Frios-E-Laticínios
Cream Cheese Scala Pote 300g,"R$ 139,90",Frios-E-Laticínios
Cream Cheese Scala Light Pote 300g,"R$ 3,49",Frios-E-Laticínios
Mortadela Marba Tradicional Bandeja Kg,"R$ 15,99",Frios-E-Laticínios
Sobremesa Láctea Chambinho Chocolate Bandeja 320g,"R$ 20,89",Frios-E-Laticínios
Queijo Brie Vigor Granel Kg,"R$ 6,49",Frios-E-Laticínios
Iogurte Semi Desnatado Ninho Maca E Banana 100g,"R$ 9,49",Frios-E-Laticínios
Mortadela Marba Tradicional Bandeja Kg,"R$ 19,99",Frios-E-Laticínios
Bebida Silk De Castanha De Cajú 1l,"R$ 19,99",Frios-E-Laticínios
Mortadela Perdigão Frango 400g,"R$ 9,99",Frios-E-Laticínios
